"Full Name",Position,"Arm Length","Height (Inches)",BMI,"Draft Pick","Draft Year","Hand Size"
"Kevin Pamphile",OL,"34 1/4",77,36.8,5.09,2014,"9 1/8"
"Kevin Zeitler",OL,"32 3/4",76,38.2,1.27,2012,"10 1/4"
"Khalif Barnes",OL,"34    ",78,37.0,2.20,2005,"10 1/8"
"King Dunlap",OL,-,81,33.2,7.23,2008,-
"Kofi Amichia",OL,-,75,38.0,6.27,2017,-
"Kolton Miller",OL,"34 1/8",81,33.1,1.15,2018,"10 3/4"
"Korey Cunningham",OL,"32 1/4",77,36.9,7.36,2018,"9 3/8"
"Kory Lichtensteiger",OL,-,74,38.3,4.09,2008,-
"Kraig Urbik",OL,-,77,38.9,3.14,2009,-
"Kristjan Sokoli",OL,-,77,35.6,6.38,2015,-
"Kyle Friend",OL,"30 7/8",74,39.2,Undrafted,2016,"10 5/8"
"Kyle Fuller",OL,"34 1/8",77,36.8,7.25,2017,"10 1/4"
"Kyle Kalis",OL,"32 7/8",76,36.8,Undrafted,2017,"10 1/4"
"Kyle Long",OL,"33 3/8",78,36.2,1.20,2013,"11    "
"Kyle Murphy",OL,"33 1/2",78,35.2,6.25,2016,"9 3/4"
"La'el Collins",OL,-,76,37.1,Undrafted,2015,-
"LaAdrian Waddle",OL,"36    ",78,36.4,Undrafted,2013,"11 1/8"
"Laken Tomlinson",OL,"33 5/8",75,40.4,1.28,2015,"10 1/8"
"Lamont Gaillard",OL,"33 1/2",75,38.1,6.06,2019,"10 3/8"
"Landon Turner",OL,"32 7/8",75,41.2,Undrafted,2016,"10 3/8"
"Lane Johnson",OL,"35 1/4",78,35.0,1.04,2013,"10 1/8"
"Lane Taylor",OL,"32 1/4",75,40.5,Undrafted,2013,"10 1/2"
"Laremy Tunsil",OL,"34 1/4",77,36.8,1.13,2016,"10    "
"Larry Warford",OL,"33 3/8",75,41.5,3.03,2013,"9 1/2"
"Larson Graham",OL,"31 3/4",76,37.0,Undrafted,2017,"9 1/2"
"Laurence Gibson",OL,"35 1/8",78,35.2,7.26,2015,"10 3/8"
"Laurent Duvernay-Tardif",OL,"33    ",77,38.1,6.24,2014,"11    "
"Le'Raven Clark",OL,"36 1/8",77,36.9,3.19,2016,"11 7/8"
"Leo Koloamatangi",OL,-,77,36.2,Undrafted,2017,-
"Leonard Wester",OL,"34    ",77,36.4,Undrafted,2016,"9 5/8"
"Lucas Crowley",OL,-,75,33.6,Undrafted,2017,-
"Lucas Patrick",OL,-,75,39.1,Undrafted,2016,-
"Luke Bowanko",OL,"34 1/2",78,34.7,6.29,2014,"9 1/2"
"Luke Joeckel",OL,"34 1/4",78,35.4,2.01,2013,"10 1/8"
"Marcus Cannon",OL,"34    ",77,42.4,5.07,2011,"9 1/8"
"Marcus Gilbert",OL,"33 1/2",78,38.1,2.30,2011,"9 3/4"
"Marcus Martin",OL,"34    ",75,40.0,1.16,2014,"10    "
"Mark Glowinski",OL,"33 1/8",76,37.4,4.35,2015,"9 3/4"
"Marshal Yanda",OL,"32 1/2",75,38.1,3.22,2007,"10    "
"Marshall Newhouse",OL,"34    ",76,38.8,5.37,2010,"10 1/4"
"Martez Ivey",OL,"36 1/4",77,37.3,Undrafted,2019,"10 3/8"
"Martinas Rankin",OL,"33 3/4",76,37.5,3.16,2018,"10 1/8"
"Mason Cole",OL,"32 1/8",76,37.4,3.33,2018,"9 5/8"
"Matt Feiler",OL,"32    ",78,38.1,Undrafted,2014,"9 1/2"
"Matt Gono",OL,"34 3/8",76,38.5,Undrafted,2018,"9 7/8"
"Matt Kalil",OL,"34 1/2",79,34.5,1.04,2012,"10 3/8"
"Matt McCants",OL,"35 3/8",78,35.6,6.31,2012,"9 1/4"
"Matt Paradis",OL,"32 3/8",75,37.5,6.31,2014,"9 7/8"
"Matt Pryor",OL,"35 1/2",79,36.9,6.32,2018,"11 1/2"
"Matt Skura",OL,-,75,38.1,Undrafted,2016,-
"Matt Slauson",OL,"33 1/8",77,37.3,6.20,2009,"10 1/2"
"Matt Tobin",OL,-,78,35.0,Undrafted,2013,-
"Maurkice Pouncey",OL,-,77,36.0,1.18,2010,-
"Maurquice Shakir",OL,-,76,38.1,Undrafted,2017,-
"Max Garcia",OL,"33 1/8",76,37.6,4.34,2015,"10 1/4"
"Max Scharping",OL,"33 5/8",78,37.8,2.23,2019,"10    "
"Max Tuerk",OL,"32 1/2",77,35.3,3.03,2016,"10 3/4"
"Max Unger",OL,-,77,36.6,2.16,2009,-
"Menelik Watson",OL,"34    ",77,36.8,2.10,2013,"10 3/8"
"Michael Deiter",OL,"33 1/8",77,36.6,3.14,2019,"10 3/4"
"Michael Dunn",OL,"31 5/8",77,35.6,Undrafted,2017,"9 3/4"
"Michael Liedtke",OL,-,75,38.1,Undrafted,2015,-
"Michael Oher",OL,-,77,36.6,1.23,2009,-
"Michael Ola",OL,-,77,37.0,Undrafted,2011,-
"Michael Schofield",OL,"34    ",78,34.8,3.31,2014,"9 5/8"
"Mike Adams",OL,"34    ",79,36.4,2.24,2012,"10 7/8"
"Mike Iupati",OL,-,77,39.2,1.17,2010,-
"Mike Jordan",OL,"34 1/4",78,36.1,4.34,2019,"10    "
"Mike Matthews",OL,-,74,38.5,Undrafted,2016,-
"Mike McGlinchey",OL,"34    ",80,33.9,1.09,2018,"10    "
"Mike Person",OL,"32 3/4",76,36.5,7.36,2011,"9 5/8"
"Mike Pouncey",OL,"32 1/4",77,35.9,1.15,2011,"9 3/4"
"Mike Remmers",OL,-,77,36.8,Undrafted,2012,-
"Mitch Hyatt",OL,"34 1/8",77,35.9,Undrafted,2019,"10 1/4"
"Mitch Morse",OL,"32 1/4",77,36.2,2.17,2015,"9 1/4"
"Mitchell Schwartz",OL,"33 1/2",77,37.7,5.02,2012,"10    "
"Morgan Moses",OL,"35 3/8",78,36.3,2.03,2014,"9 7/8"
"Nate Davis",OL,"33 1/8",75,39.5,3.18,2019,"9 1/2"
"Nate Herbig",OL,"33 1/4",75,41.9,Undrafted,2019,"10 1/8"
"Nate Solder",OL,"35 1/2",80,35.0,1.17,2011,"9 7/8"
"Nate Theaker",OL,"32 5/8",77,37.3,Undrafted,2017,"9 5/8"
"Nick Allegretti",OL,"32 1/4",76,37.7,7.02,2019,"10 1/8"
"Nick Becton",OL,"35 1/2",77,38.3,Undrafted,2013,"9    "
"Nick Easton",OL,-,74,39.4,Undrafted,2015,-
"Nick Gates",OL,"32    ",77,35.0,Undrafted,2018,"10 1/4"
"Nick Mangold",OL,-,76,36.5,1.29,2006,-
"Nick Martin",OL,"32 1/2",76,36.4,2.19,2016,"9 3/4"
"Nico Falah",OL,"33 1/4",76,36.6,Undrafted,2018,"10 5/8"
"Nico Siragusa",OL,"33 1/2",76,38.8,4.16,2017,"10 5/8"
"Nila Kasitati",OL,"32    ",75,39.6,Undrafted,2016,"10 1/2"
"Oday Aboushi",OL,"33 3/4",77,36.5,5.08,2013,"10 5/8"
"Oli Udoh",OL,"35 3/8",77,38.3,6.20,2019,"10    "
"Oni Omoile",OL,-,74,39.8,Undrafted,2016,-
"Orlando Brown",OL,"35    ",80,37.9,3.19,2018,"9 3/4"
"Orlando Franklin",OL,"35    ",78,36.5,2.14,2011,"11 1/8"
"Pace Murphy",OL,-,78,35.6,Undrafted,2016,-
"Parker Collins",OL,"30 1/4",74,39.0,Undrafted,2017,"9 1/2"
"Parker Ehinger",OL,"33    ",78,35.8,4.07,2016,"9 7/8"
"Pat Elflein",OL,"33 1/4",75,37.9,3.06,2017,"9 3/4"
"Patrick Morris",OL,"31 1/4",74,38.5,Undrafted,2018,"9    "
"Patrick Omameh",OL,"34    ",76,39.8,Undrafted,2013,-
"Paul Adams",OL,"33 1/2",78,36.6,Undrafted,2019,"10    "
"Peter Daniel",OL,"32 5/8",79,34.2,Undrafted,2018,"9    "
"Phil Haynes",OL,"33 1/2",76,39.2,4.22,2019,"9 1/2"
"Quenton Nelson",OL,"33 3/4",77,38.5,1.06,2018,"10 3/8"
"Quinton Spain",OL,-,76,40.4,Undrafted,2015,-
"Ramon Foster",OL,-,77,38.9,Undrafted,2009,-
"Rashod Hill",OL,-,78,36.2,Undrafted,2016,-
"Rees Odhiambo",OL,"33 1/4",75,39.2,3.35,2016,"9 5/8"
"Richie Incognito",OL,-,75,38.1,3.17,2005,-
"Rick Leonard",OL,"32 1/4",79,35.0,4.27,2018,"9 1/4"
"Ricky Wagner",OL,"34    ",78,35.6,5.35,2013,"9 7/8"
"Riley Reiff",OL,"33 1/4",78,36.2,1.23,2012,"10 1/8"
"Rob Havenstein",OL,"33 3/4",79,36.2,2.25,2015,"9 7/8"
"Roderick Johnson",OL,"36    ",79,33.6,5.16,2017,"10 3/4"
"Roderick Taylor",OL,"34 1/4",75,40.0,7.34,2018,"9 3/4"
"Rodger Saffold",OL,"33 5/8",77,37.5,2.01,2010,-
"Rodney Hudson",OL,"32 1/2",74,38.4,2.23,2011,"9 3/8"
"Ronald Leary",OL,"34 3/4",75,39.4,Undrafted,2012,"8 5/8"
"Ronnie Stanley",OL,"35 5/8",77,37.0,1.06,2016,"10 5/8"
"Ross Pierschbacher",OL,"32 1/8",76,37.4,5.15,2019,"10    "
"Roubbens Joseph",OL,"34    ",76,38.0,Undrafted,2017,"10    "
"Russell Bodine",OL,"32 1/2",75,38.7,4.11,2014,"10    "
"Russell Okung",OL,"36    ",77,36.4,1.06,2010,"10 1/2"
"Ryan Bates",OL,"32 1/2",76,37.2,Undrafted,2019,"9 1/2"
"Ryan Groy",OL,"33 1/4",77,37.5,Undrafted,2014,"10 3/8"
"Ryan Harris",OL,-,77,36.2,3.06,2007,-
"Ryan Jensen",OL,"32 3/8",76,38.8,6.35,2013,"9 1/8"
"Ryan Kalil",OL,-,75,37.4,2.27,2007,-
"Ryan Kelly",OL,"33 5/8",76,37.9,1.18,2016,"9 5/8"
"Ryan Pope",OL,"34 1/4",79,36.0,Undrafted,2019,"11 1/8"
"Ryan Ramczyk",OL,"33 3/4",78,35.8,1.32,2017,"10 7/8"
"Ryan Schraeder",OL,-,79,33.8,Undrafted,2013,-
"Salesi Uhatafe",OL,"33    ",77,36.8,Undrafted,2018,"10 1/4"
"Sam Jones",OL,"31    ",77,36.2,6.09,2018,"9 1/2"
"Sam Tevi",OL,"34    ",77,36.9,6.06,2017,"10 1/8"
"Sam Young",OL,"34 1/2",80,33.6,6.10,2010,"10 1/8"
"Scott Quessenberry",OL,"31 3/4",76,37.7,5.18,2018,"9 3/4"
"Sean Harlow",OL,"32    ",76,36.9,4.30,2017,"9 1/2"
"Sean Hickey",OL,"32 3/4",78,35.4,Undrafted,2015,"10 1/2"
"Sean Welsh",OL,"32    ",75,38.2,Undrafted,2018,"10 1/4"
"Seantrel Henderson",OL,"34 5/8",79,37.3,7.22,2014,"10 1/2"
"Sebastian Tretola",OL,"31 1/2",76,38.2,6.18,2016,"10 3/8"
"Senio Kelemete",OL,"33 1/2",76,37.4,5.16,2012,"9 5/8"
"Shane McDermott",OL,-,76,36.8,Undrafted,2015,-
"Shaq Calhoun",OL,"33 1/8",74,39.8,Undrafted,2019,"10    "
"Shaquille Mason",OL,-,74,39.8,4.32,2015,-
"Shawn Lauvao",OL,"33    ",75,39.4,3.28,2010,"9 1/2"
"Shon Coleman",OL,"35 1/8",77,36.4,3.13,2016,"10 5/8"
"Skyler Phillips",OL,"33    ",75,39.7,Undrafted,2018,"9 1/2"
"Spencer Drango",OL,"33 3/4",77,37.3,5.31,2016,"9 1/2"
"Spencer Long",OL,"33 1/8",77,37.7,3.14,2014,"10 3/4"
"Spencer Pulley",OL,"31 1/2",76,37.5,Undrafted,2016,"9 7/8"
"Stefen Wisniewski",OL,"33    ",75,39.1,2.16,2011,"10 3/8"
"Stephane Nembot",OL,"34 5/8",78,37.2,Undrafted,2016,"10 3/4"
"Steven Moore",OL,-,78,35.0,Undrafted,2017,-
"Storm Norton",OL,"35 1/4",79,34.6,Undrafted,2017,"10 1/8"
"Sua Opeta",OL,"33 1/4",76,36.6,Undrafted,2019,"9 7/8"
"T.J. Clemmings",OL,"35 1/8",77,36.6,4.11,2015,"10 3/8"
"T.J. Johnson",OL,"33 1/2",76,37.7,7.45,2013,"9 1/2"
"T.J. Lang",OL,"32 3/4",76,38.3,4.09,2009,"9 5/8"
"Taylor Decker",OL,"33 3/4",79,34.9,1.16,2016,"10    "
"Taylor Hart",OL,"32 3/4",78,32.5,5.01,2014,"10 1/8"
"Taylor Hearn",OL,"32 1/2",76,40.2,Undrafted,2018,"8 3/4"
"Taylor Lewan",OL,"33 7/8",79,34.8,1.11,2014,"9 1/4"
"Taylor Moton",OL,"34 1/8",77,37.8,2.32,2017,"10 5/8"
"Ted Karras",OL,"32    ",76,37.1,6.46,2016,"9 1/8"
"Ted Larsen",OL,-,75,38.0,6.35,2010,-
"Terron Armstead",OL,"34    ",77,36.3,3.13,2013,"9 1/4"
"Terry Poole",OL,"33 1/4",77,36.4,4.31,2015,"9 1/2"
"Tim Barnes",OL,-,76,36.5,Undrafted,2011,-
"Timon Parris",OL,"33 7/8",78,36.1,Undrafted,2018,"9 3/8"
"Toby Weathersby",OL,"33 1/4",76,38.6,Undrafted,2018,"10 1/4"
"Tom Compton",OL,"34    ",77,37.2,6.23,2012,"10    "
"Tony Adams",OL,"33 1/2",73,39.8,Undrafted,2018,"9 1/8"
"Tony Bergstrom",OL,"32    ",77,37.1,3.32,2012,"9    "
"Trai Turner",OL,"34    ",75,38.7,3.28,2014,"9 1/2"
"Travis Averill",OL,-,75,36.9,Undrafted,2017,-
"Travis Frederick",OL,"33    ",76,38.0,1.31,2013,"10    "
"Travis Swanson",OL,"33 1/8",77,37.0,3.12,2014,"10    "
"Trent Brown",OL,-,80,39.0,7.27,2015,-
"Trent Williams",OL,"34 1/4",77,37.3,1.04,2010,-
"Trenton Scott",OL,"34 3/8",76,36.6,Undrafted,2018,"9 1/4"
"Trevon Tate",OL,"32 3/8",74,37.6,Undrafted,2019,"9 5/8"
"Trey Hopkins",OL,"34 1/2",75,38.7,Undrafted,2014,"9 3/8"
"Trey Pipkins",OL,"33 7/8",78,35.7,3.27,2019,"9 5/8"
"Ty Nsekhe",OL,-,80,37.1,Undrafted,2009,-
"Ty Sambrailo",OL,"33    ",78,35.9,2.27,2015,"10    "
"Tyler Catalina",OL,"32 7/8",78,37.6,Undrafted,2017,"9 3/4"
"Tyler Johnstone",OL,"34    ",77,35.7,Undrafted,2016,"10 3/8"
"Tyler Jones",OL,"33 3/4",75,38.2,Undrafted,2019,"9 3/4"
"Tyler Larsen",OL,"31 1/2",76,38.1,Undrafted,2014,"9 1/4"
"Tyler Marz",OL,"33 1/2",78,36.5,Undrafted,2016,"10    "
"Tyler Orlosky",OL,"32 1/4",75,37.2,Undrafted,2017,"9 3/4"
"Tyler Roemer",OL,"33 7/8",78,36.1,Undrafted,2019,"10 1/4"
"Tyler Shatley",OL,-,75,38.7,Undrafted,2014,-
"Tyreek Burwell",OL,-,78,35.8,Undrafted,2015,-
"Tyrell Crosby",OL,"35 1/4",77,36.6,5.16,2018,"10 3/4"
"Tyron Smith",OL,"36 3/8",77,36.4,1.09,2011,"11    "
"Tyrus Thompson",OL,"34 7/8",77,38.4,6.09,2015,"10 1/4"
"Tytus Howard",OL,"34    ",77,38.2,1.23,2019,"10 5/8"
"Ulrick John",OL,-,78,35.7,7.17,2014,-
"Vadal Alexander",OL,"35 1/4",77,38.7,7.13,2016,"10 1/2"
"Valerian Ume-Ezeoke",OL,-,74,39.2,Undrafted,2015,-
"Victor Salako",OL,"34 1/4",77,37.5,Undrafted,2017,-
"Vinston Painter",OL,"34    ",76,37.2,5.06,2013,"9 7/8"
"Vladimir Ducasse",OL,-,77,39.4,2.28,2010,-
"Wes Martin",OL,"32 3/4",75,38.9,4.29,2019,"9 3/8"
"Wes Schweitzer",OL,"32 5/8",76,36.5,6.02,2016,-
"Wesley Johnson",OL,"33 1/8",77,35.2,5.33,2014,"10 1/4"
"Weston Richburg",OL,"33 3/8",75,37.2,2.11,2014,"9 1/4"
"Will Beatty",OL,"34 3/4",78,36.9,2.28,2009,"10    "
"Will Clapp",OL,"31 1/4",77,36.9,7.27,2018,"9 5/8"
"Will Hernandez",OL,"35 1/4",74,42.0,2.02,2018,"9 7/8"
"Will Holden",OL,"33 1/4",79,35.0,5.13,2017,"10 1/8"
"Will Richardson",OL,"32    ",78,35.4,4.29,2018,"9 7/8"
"William Poehls",OL,-,80,37.8,Undrafted,2014,-
"William Sweet",OL,"34 3/8",78,36.2,Undrafted,2019,"10 1/8"
"Willie Beavers",OL,"33 1/2",76,39.1,4.23,2016,"9 1/2"
"Wyatt Teller",OL,"34    ",77,37.2,5.29,2018,"10 1/4"
"Xavier Su'a-Filo",OL,"33 3/8",76,37.4,2.01,2014,"9 3/8"
"Yodny Cajuste",OL,"34    ",77,37.0,3.37,2019,"10    "
"Yosh Nijman",OL,"34    ",79,36.5,Undrafted,2019,"10    "
"Zac Kerin",OL,-,76,37.1,Undrafted,2014,-
"Zach Banner",OL,"34 7/8",80,38.8,4.31,2017,"10 3/4"
"Zach Crabtree",OL,"34 1/8",78,36.6,Undrafted,2018,"9 1/8"
"Zach Fulton",OL,"33 1/4",77,37.5,6.17,2014,"10 1/4"
"Zach Sterup",OL,"34    ",81,34.1,Undrafted,2016,"9 3/8"
"Zach Strief",OL,-,80,36.2,7.02,2006,-
"Zack Bailey",OL,"33    ",77,35.5,Undrafted,2019,"9 5/8"
"Zack Golditch",OL,"33 3/8",77,35.3,Undrafted,2018,"10 3/4"
"Zack Martin",OL,"32 7/8",76,38.3,1.16,2014,"9 1/2"
"Zane Beadles",OL,"33 3/4",77,36.8,2.12,2010,"9 3/4"
